acid , criminal_triples/case_60.txt , (acid, binding of, naturally occurring chemical)
acknowledge , criminal_triples/case_3.txt , (State, acknowledges, it must)
acknowledgment , criminal_triples/case_14.txt , (District Court, has, acknowledgment in initial judgment)
acquaintance , criminal_triples/case_63.txt , (Brumfield, told acquaintance right after, murder)
acquiescence , criminal_triples/case_4.txt , (Class ' acquiescence, expressly nor implicitly waived, his right appeal)
acquire , criminal_triples/case_10.txt , (defendant, acquired as, result)
acquit , criminal_triples/case_2.txt , (jury, Simultaneously acquitted, them)
acquittal , criminal_triples/case_2.txt , (68, at acquittals is, Powell)
across , criminal_triples/case_30.txt , (We, apply, established standard across board)
act , criminal_triples/case_2.txt , (court, explained, jury acted irrationally)
action , criminal_triples/case_1.txt , (district court 's reliance, First deprives, ordinary person of notice of consequences of his actions)
activate , criminal_triples/case_80.txt , (Darisse, activated, his vehicle 's lights)
active , criminal_triples/case_20.txt , (Facebook, has, 1.79 billion active users)
actively , criminal_triples/case_39.txt , (one, actively employ something in, manner)
activist , criminal_triples/case_60.txt , (Activists, pressured, Italian Government)
activity , criminal_triples/case_8.txt , (most homeowners, permit, such activities in their homes)
actor , criminal_triples/case_39.txt , (actor, produce, specific result)
actual , criminal_triples/case_1.txt , (actual length, enacted within, wide range)
actually , criminal_triples/case_3.txt , (it, actually alter, any of principles)
actuate , criminal_triples/case_80.txt , (stop lamp, be actuated upon, application of service)
acute , criminal_triples/case_61.txt , (Johnson 's conduct, posed, acute risk of injury)
acutely , criminal_triples/case_17.txt , (our approach, is acutely unfair by, ing)
ad , criminal_triples/case_20.txt , (website, derives, revenue from ads)
adapt , criminal_triples/case_60.txt , (argument, prevent States, adapting to changes in availability)
adaptation , criminal_triples/case_67.txt , (Elonis, posted adaptation, Shortly fired)
adaptive , criminal_triples/case_18.txt , (significant adaptive deficits, is in, three skill sets)
add , criminal_triples/case_9.txt , (Congress, added, sexual abuse)
addiction , criminal_triples/case_31.txt , (sentences, range In addition to, addiction treatment)
addition , criminal_triples/case_7.txt , (sentences, must in, must addition to for underlying predicate offense)
additional , criminal_triples/case_6.txt , (Petitioner 's counsel, objected resolution to, additional instruction)
address , criminal_triples/case_1.txt , (Congress, address dissatisfaction with, then-prevailing regime of sentencing)
adduce , criminal_triples/case_3.txt , (threshold question, should, should decided without consideration of factual bases adduced)
adequacy , criminal_triples/case_41.txt , (California 's Dixon bar, satisfies, adequacy criteria)
adequate , criminal_triples/case_1.txt , (adequate deterrence, provide, defendant with needed educational training)
adhere , criminal_triples/case_2.txt , (Second Circuit, moreover has adhered to, Citron)
adherence , criminal_triples/case_1.txt , (Court, has, adherence to formalistic distinction between mandatory rules)
adhering , criminal_triples/case_50.txt , (Tenth Circuit, reentrenched split In, adhering to Murphy)
adjacent , criminal_triples/case_75.txt , (adjacent laundry list, is in, § 1519)
adjourn , criminal_triples/case_17.txt , (court, adjourned until, 2 p.m.)
adjudge , criminal_triples/case_6.txt , (defendant, is, adjudged)
adjudicate , criminal_triples/case_35.txt , (FTCA claims, are, adjudicated)
adjudication , criminal_triples/case_3.txt , (state, adjudication of, claims of ineffective assistance)
adjudicator , criminal_triples/case_40.txt , (presumption, is in, those serving as adjudicators)
adjust , criminal_triples/case_18.txt , (Moore, of, adjusted IQ score of 74)
administer , criminal_triples/case_12.txt , (State, administer, death penalty)
administration , criminal_triples/case_2.txt , (society, has, interests in fair administration of justice)
administrative , criminal_triples/case_16.txt , (P administrative proceeding, is, defined)
administrator , criminal_triples/case_34.txt , (prison administrators, taking advantage through, machination)
admissibility , criminal_triples/case_55.txt , (governing, admissibility at, capital sentencing proceedings)
admissible , criminal_triples/case_38.txt , (evidence, admissible notwithstanding, search)
admission , criminal_triples/case_3.txt , (it, is in, nature of admission against interest more likely)
admit , criminal_triples/case_1.txt , (District Court, admitted, as much)
admonition , criminal_triples/case_21.txt , (Court, reiterated, its admonition from Reid)
adolescent , criminal_triples/case_54.txt , (adolescent development, diminishes, likelihood)
adopt , criminal_triples/case_3.txt , (State brief, adopts, new position on issue)
adoption , criminal_triples/case_11.txt , (Government, urging, adoption of rule)
adult , criminal_triples/case_20.txt , (State, preclude, adult convicted)
advance , criminal_triples/case_3.txt , (four claims, advanced in, petition)
adversarial , criminal_triples/case_17.txt , (norm, is in, our adversarial system)
adversary , criminal_triples/case_17.txt , (they, are, in our adversary system customarily performed by expert)
adverse , criminal_triples/case_3.txt , (District Court, of, adverse judgment)
advertise , criminal_triples/case_20.txt , (users, advertise for, employees)
advice , criminal_triples/case_1.txt , (Guidelines, offer advice In, fact)
advise , criminal_triples/case_8.txt , (Sergeant Suber, specifically advised, his superiors)
advisor , criminal_triples/case_1.txt , (Court, rendered, advisory)
advisory , criminal_triples/case_1.txt , (advisory Sentencing Guidelines, included, clause)
advocacy , criminal_triples/case_40.txt , (it, comes to, activities of particular advocacy group)
advocate , criminal_triples/case_17.txt , (expert, advocating for, defense)
affect , criminal_triples/case_3.txt , (State, has, decision treat differently from other defendants affected by testimony justified)
affidavit , criminal_triples/case_13.txt , (Tharpe, produced, sworn affidavit signed by Gattie)
affiliate , criminal_triples/case_43.txt , (Smith, v. Stewart is, Three Affiliated Tribes of Fort Berthold Reservation)
affiliation , criminal_triples/case_43.txt , (his affiliation, is with, Church of Christ)
affirm , criminal_triples/case_1.txt , (Eleventh Circuit, affirmed again On, remand)
affirmation , criminal_triples/case_65.txt , (We, defined ibid, affirmation made)
affirmative , criminal_triples/case_15.txt , (rest, did indeed express view, what would follow from affirmative answer)
affirmatively , criminal_triples/case_55.txt , (they, affirmatively inform, jury)
affix , criminal_triples/case_1.txt , (range, is, penalty affixed to crime)
afford , criminal_triples/case_2.txt , (defendants, are afforded, protection)
afoul , criminal_triples/case_45.txt , (afoul, kinds of, delay)
afraid , criminal_triples/case_8.txt , (she, was afraid, arrested)
after , criminal_triples/case_2.txt , (sharp dis-agreement, exhaustion after, long trial)
aftermath , criminal_triples/case_17.txt , (Court 's actions, is in, aftermath of Ake)
afternoon , criminal_triples/case_21.txt , (them, sleep through, afternoons)
afterward , criminal_triples/case_3.txt , (Texas Attorney General, Soon afterward issued, public statement)
again , criminal_triples/case_1.txt , (Eleventh Circuit, affirmed again On, remand)
against , criminal_triples/case_2.txt , (Long operative, is, also essential to Constitution 's prohibition against prosecutions)
age , criminal_triples/case_1.txt , (Petitioner, was over, 18 years of age at time of his offense)
agency , criminal_triples/case_31.txt , (law enforcement agency, is, Even precluded)
agent , criminal_triples/case_3.txt , (concerning, discrimination by, agent of state)
aggregate , criminal_triples/case_7.txt , (factors, set, aggregate prison term)
aggregation , criminal_triples/case_36.txt , (substantial-effects approach, has, aggregation principle)
aggressive , criminal_triples/case_21.txt , (nine times, were guilty, aggressive toward women)
aggrieved , criminal_triples/case_34.txt , (aggrieved inmate, lacked, remedy)
aging , criminal_triples/case_60.txt , (Midazolam, is in, Aging BN/BiRij Rats)
ago , criminal_triples/case_1.txt , (we, held ago in, in Johnson United States)
agree , criminal_triples/case_1.txt , (Court, appointed Adam K. Mortara, United States as respondent agrees with petitioner)
agreement , criminal_triples/case_4.txt , (plea agreement, set forth, terms of Class ' guilty plea)
ahead , criminal_triples/case_23.txt , (they, make ahead, appropriate disclosures)
aid , criminal_triples/case_9.txt , (state criminal codes, aid, our interpretation)
aide , criminal_triples/case_47.txt , (private person, be, guilty of type as aider)
aim , criminal_triples/case_13.txt , (Tharpe, aimed, shotgun)
air , criminal_triples/case_5.txt , (air conditioner, was, mounted)
airport , criminal_triples/case_20.txt , (analogy, is Board of, Airport Comm)
akin , criminal_triples/case_26.txt , (its role, is akin to, that)
alas , criminal_triples/case_43.txt , (end, is, Alas instead beginning)
albeit , criminal_triples/case_2.txt , (her acquittals, remained albeit, inconsistent)
alcohol , criminal_triples/case_31.txt , (Riley, readily encompasses, metabolization of alcohol in blood)
alert , criminal_triples/case_8.txt , (condition, alerted partygoers on, its own)
alibi , criminal_triples/case_21.txt , (petitioner, has, alibi witness)
alien , criminal_triples/case_9.txt , (alien, has, conviction)
align , criminal_triples/case_45.txt , (Court 's precedent, aligns with, text of Trial Clause)
alike , criminal_triples/case_34.txt , (Statutory text, alike foreclose, Fourth Circuit 's adoption of circumstances exception to mandate)
alit , criminal_triples/case_1.txt , (Kennedy, joined, Alito)
all , criminal_triples/case_5.txt , (law enforcement officers, liable for, consequences of all constitutional torts)
allegation , criminal_triples/case_13.txt , (Tharpe 's allegation, was insufficient, he had failed)
allege , criminal_triples/case_2.txt , (prosecution, stemmed from, alleged bribe paid to petitioner Hector Martínez-Maldonado)
allegedly , criminal_triples/case_4.txt , (rejecting, constitutional challenge, defendant allegedly violated)
alleviate , criminal_triples/case_23.txt , (Salman 's concerns, are, alleviated)
alley , criminal_triples/case_27.txt , (alley garage, blocks from, Fuller 's home)
allocate , criminal_triples/case_19.txt , (funds, were, In cases allocated to costs)
allocation , criminal_triples/case_60.txt , (Constitution, in, allocation of decisionmaking)
allot , criminal_triples/case_43.txt , (State, exercised, nine of its ten allotted peremptory strikes)
allow , criminal_triples/case_1.txt , (discretion, allowed, district courts)
allowance , criminal_triples/case_30.txt , (Fourth Amendment, makes, allowances for circumstances)
allude , criminal_triples/case_2.txt , (Dunn Court, had, alluded)
ally , criminal_triples/case_57.txt , (its allied provision, calls for, 20 percent payments for action pursued)
almost , criminal_triples/case_1.txt , (sentencing courts, had, almost unfettered discretion)
alone , criminal_triples/case_25.txt , (Court, has, prerogative alone overrule)
along , criminal_triples/case_18.txt , (Moore 's record, detracted along with, history)
alongside , criminal_triples/case_18.txt , (clinicians, would consider, adaptive strengths alongside weaknesses)
already , criminal_triples/case_3.txt , (God, had already forgiven, him)
also , criminal_triples/case_1.txt , (It, also created, United States)
alter , criminal_triples/case_2.txt , (court 's vacatur, alters, issue-preclusion analysis)
alteration , criminal_triples/case_8.txt , (alterations, is in, original)
altercation , criminal_triples/case_31.txt , (it, opposes practice because of, risk of altercations between police officers)
alternative , criminal_triples/case_5.txt , (Court, adopted, alternative rationale for its judgment)
alternatively , criminal_triples/case_53.txt , (you, alternatively understood, statutory language)
altogether , criminal_triples/case_3.txt , (District Court, applied altogether, wrong standards)
always , criminal_triples/case_3.txt , (Buck, be, would always black)
am , criminal_triples/case_8.txt , (I, am, concerned)
amateur , criminal_triples/case_67.txt , (Elonis pleads, amateurs like, him)
ambiguity , criminal_triples/case_9.txt , (ambiguity, be resolved in, favor)
ambush , criminal_triples/case_13.txt , (Tharpe, ambushed, his wife)
ameliorate , criminal_triples/case_6.txt , (doctrine, ameliorate, injuries)
amen , criminal_triples/case_71.txt , (Wong, leave, amend)
amend , criminal_triples/case_3.txt , (Amended Application, Opposition 's, Respondent-Appellee)
amendment , criminal_triples/case_4.txt , (Advisory Committee, has, Notes on 1983 Amendments to Fed)
amends , criminal_triples/case_34.txt , (Congress, amends, legislation)
amid , criminal_triples/case_5.txt , (electrical cord, ran Amid, debris)
amnesty , criminal_triples/case_60.txt , (their amnesty, came in, form)
among , criminal_triples/case_1.txt , (judges, considered, their view s of sentencing policy among considerations)
amongst , criminal_triples/case_3.txt , (COA, is warranted, only debatable amongst jurists)
amorphous , criminal_triples/case_37.txt , (our case law, will remain, bedeviled by amorphous assumptions about scope of tribal sovereignty)
amount , criminal_triples/case_4.txt , (reindictment, amounted to, unconstitutional vindictive prosecution)
amplify , criminal_triples/case_3.txt , (concerned race, amplifies, problem)
amply , criminal_triples/case_31.txt , (breath tests, amply serve law enforcement interests in, cases)
amputate , criminal_triples/case_5.txt , (Mendez 's leg, was amputated below, knee)
analgesic , criminal_triples/case_60.txt , (Hydromorphone, is, powerful analgesic similar)
analog , criminal_triples/case_15.txt , (reasons, For analog is, y)
analogous , criminal_triples/case_30.txt , (Congress, is, In analogous context fair)
analogue , criminal_triples/case_44.txt , (state analogues, qualify as, felonies)
analogy , criminal_triples/case_20.txt , (analogy, is, Board)
analysis , criminal_triples/case_2.txt , (appellate court 's vacatur, alters issue-preclusion analysis under, Jeopardy Clause)
analyst , criminal_triples/case_31.txt , (test analyst, would release, breath)
analytic , criminal_triples/case_30.txt , (holding, is inconsistent with, Court 's analytic framework)
analytical , criminal_triples/case_25.txt , (Payne, swept away, its analytical foundations)
analytically , criminal_triples/case_1.txt , (void-for-vagueness, are, analytically distinct)
analyze , criminal_triples/case_1.txt , (We, analyzed, clause in light of ine years ' experience trying)
anchor , criminal_triples/case_1.txt , (Guidelines, anchor, sentence imposed in federal district courts)
ancient , criminal_triples/case_31.txt , (doctrine, has, ancient pedigree)
and , criminal_triples/case_2.txt , (Court, erroneously and illogically extended Ashe In, Yeager)
anesthesia , criminal_triples/case_60.txt , (full anesthesia, can, can achieved)
anesthetic , criminal_triples/case_60.txt , (Stoelting, is in, Anesthetic Practice 87-88)
anesthetize , criminal_triples/case_60.txt , (Wood, being, anesthetized)
anew , criminal_triples/case_2.txt , (issue preclusion, prosecuting anew, them)
animate , criminal_triples/case_60.txt , (Our decisions, have, have animated)
animated , criminal_triples/case_60.txt , (Our decisions, have, have animated in part)
animosity , criminal_triples/case_21.txt , (juror, expressed animosity At, trial of prisoner)
animus , criminal_triples/case_13.txt , (improper racial animus, infected, deliberations of jury)
annotation , criminal_triples/case_43.txt , (Annotations, denoted, individuals)
announce , criminal_triples/case_3.txt , (exception, announced in, Martinez)
annual , criminal_triples/case_31.txt , (annual fatalities, ranged During, past decade)
annually , criminal_triples/case_16.txt , (IRS, review annually, her tax return)
anomalous , criminal_triples/case_21.txt , (misconduct, was anomalous, troubling)
anonymous , criminal_triples/case_38.txt , (case, began with, anonymous tip)
another , criminal_triples/case_1.txt , (Another, may rely, conclude)
answer , criminal_triples/case_3.txt , (Answer, is in, No. 4:04)
ant , criminal_triples/case_5.txt , (12, at Miami is, ante)
antagonistic , criminal_triples/case_55.txt , (codefendants, from, antagonistic mitigation theories)
ante , criminal_triples/case_3.txt , (Ante, follows at, 26)
antebellum , criminal_triples/case_61.txt , (their English predecessors, like Clause is, antebellum American courts)
antecedent , criminal_triples/case_53.txt , (evidence, rebut, last antecedent inference)
anticipate , criminal_triples/case_52.txt , (State, Perhaps anticipating, possibility of summary reversal)
antisocial , criminal_triples/case_63.txt , (Dr. Bolter, described Brumfield as, someone with antisocial personality)
antithesis , criminal_triples/case_60.txt , (arbitrary imposition, is antithesis of, rule of law)
antithetical , criminal_triples/case_21.txt , (blatant racial prejudice, is antithetical to, functioning)
antitrust , criminal_triples/case_30.txt , (considerations, apply as, distinct from conspiracy in antitrust context)
anxiety , criminal_triples/case_31.txt , (prospect, could cause anxiety for, person)
any , criminal_triples/case_3.txt , (it, actually alter, any of principles)
anybody , criminal_triples/case_4.txt , (anybody, has, guess)
anymore , criminal_triples/case_66.txt , (me, come anymore to, decision on death penalty)
anyone , criminal_triples/case_9.txt , (Section, protect anyone under, age 16)
anything , criminal_triples/case_15.txt , (anything, more into, Albright)
anyway , criminal_triples/case_15.txt , (us, address questions anyway on, ground)
apart , criminal_triples/case_6.txt , (petitioner 's rule, Apart would also undermine, doctrine of default)
apartment , criminal_triples/case_38.txt , (they, entered apartment In, meantime)
ape , criminal_triples/case_37.txt , (members, prosecutions of are, purportedly apex)
apex , criminal_triples/case_37.txt , (tribal prosecutions, even are purportedly apex of, tribal sovereignty)
apologize , criminal_triples/case_60.txt , (Stroud, Apologizes for, Role)
apparent , criminal_triples/case_2.txt , (trial error, apparent inconsistency in, jury 's verdicts)
apparently , criminal_triples/case_5.txt , (court, apparently concluded In, other words)
appeal , criminal_triples/case_1.txt , (it, upends, law of every Court of Appeals)
appear , criminal_triples/case_1.txt , (them, appear, as unclear as § 4B1 .2)
appearance , criminal_triples/case_15.txt , (claim, accrue, appearance occurred)
appellant , criminal_triples/case_6.txt , (appellant, effective assistance of, attorney)
appellate , criminal_triples/case_1.txt , (rule, binding effect for, appellate review)
appendix , criminal_triples/case_21.txt , (65 A., Appendix to, opinion)
applicability , criminal_triples/case_4.txt , (Menna-Blackledge doctrine, applicability of is, issue here)
applicable , criminal_triples/case_1.txt , (increase, range, applicable to defendant)
applicant , criminal_triples/case_3.txt , (applicant, only has made, showing of denial of right)
application , criminal_triples/case_1.txt , (such rules, call for, application of qualitative standard)
apply , criminal_triples/case_1.txt , (Johnson 's vagueness holding, applies in, § 4B1 .2 of Guidelines ,2)
appoint , criminal_triples/case_1.txt , (Court, appointed Adam K. Mortara, United States as respondent agrees with petitioner)
appointee , criminal_triples/case_48.txt , (anchor effect, is, In contrast less prominent for post-Booker appointees)
appointment , criminal_triples/case_17.txt , (Ake, Explaining, need for appointment of expert)
appraisal , criminal_triples/case_18.txt , (CCA, limited, its appraisal to Moore 's scores of 78)
appreciable , criminal_triples/case_38.txt , (it, will lead to, appreciable deterrence)
apprehension , criminal_triples/case_43.txt , (prosecution 's apprehension, make, venireman sympathetic)
approach , criminal_triples/case_2.txt , (courts, approach, task)
appropriately , criminal_triples/case_2.txt , (conviction, is appropriately considered, issue preclusion depends on jury 's assessment of facts in light of charges presented at trial)
approval , criminal_triples/case_40.txt , (his approval, amounted According to, Pennsylvania)
approve , criminal_triples/case_18.txt , (Hall, approved, Idaho 's approach)
approvingly , criminal_triples/case_21.txt , (majority, approvingly refers to, rules)
approximate , criminal_triples/case_60.txt , (exercise, approximates, function)
approximately , criminal_triples/case_11.txt , (Lee, sold, approximately 200 ecstasy pills)
aptly , criminal_triples/case_21.txt , (Colorado Supreme Court, aptly put, it)
arbitrarily , criminal_triples/case_20.txt , (law, arbitrarily burdens, registered sex offenders)
arbitrariness , criminal_triples/case_1.txt , (kind, creates, potential for arbitrariness as direct)
arbitrary , criminal_triples/case_1.txt , (it, invites, arbitrary enforcement)
area , criminal_triples/case_5.txt , (balancing, etermining As, As other areas of our Fourth Amendment jurisprudence)
arena , criminal_triples/case_21.txt , (participants, function in, arena governed by strict rules)
arguable , criminal_triples/case_43.txt , (Foster 's Batson claim, lacked, arguable merit)
arguably , criminal_triples/case_40.txt , (Murchison, arguably reflect, historical understandings of disqualification)
argue , criminal_triples/case_1.txt , (petitioner, argued On, remand)
argument , criminal_triples/case_1.txt , (argument, fundamentally misunderstands, problem caused by court 's reliance on sentencing guideline)
argumentation , criminal_triples/case_78.txt , (argumentation, permissible for, appellees)
arise , criminal_triples/case_1.txt , (cases, may arise, sentencing laws continue)
arithmetic , criminal_triples/case_63.txt , (Brumfield, performs arithmetic at, level)
arm , criminal_triples/case_22.txt , (brothers, armed, themselves)
armchair , criminal_triples/case_66.txt , (Ninth Circuit, Mixing guesswork with, armchair sociology)
around , criminal_triples/case_3.txt , (end, run around, COA standard)
arraignment , criminal_triples/case_11.txt , (stages, include, arraignments)
arrange , criminal_triples/case_10.txt , (he, might arrange, have)
arrangement , criminal_triples/case_32.txt , (arrangement, officials of, executive branch of Government)
array , criminal_triples/case_20.txt , (websites, engage in, array of First Amendment activity as diverse as human thought)
arrest , criminal_triples/case_3.txt , (Police, arrested, him)
arrival , criminal_triples/case_22.txt , (White, of, late arrival on scene)
arrive , criminal_triples/case_2.txt , (jurors, arrived at, rationally)
arson , criminal_triples/case_44.txt , (Luna 's arson conviction, was for, aggravated felony)
art , criminal_triples/case_68.txt , (He, earning, bachelor of arts degree)
article , criminal_triples/case_20.txt , (Users, can comment on, articles)
articulate , criminal_triples/case_38.txt , (three factors, articulated in, Brown)
articulation , criminal_triples/case_45.txt , (Its first articulation, been, made)
artificially , criminal_triples/case_11.txt , (Court, has, artificially cabined standard for prejudice in plea context)
as , criminal_triples/case_1.txt , (he, was eligible as, career offender under United States)
ascertain , criminal_triples/case_43.txt , (it, ascertain, her views on capital punishment)
ascertainable , criminal_triples/case_61.txt , (statute, sets out, ascertainable standard)
aside , criminal_triples/case_8.txt , (panel majority, brushed aside lap dances as, consistent)
ask , criminal_triples/case_1.txt , (he, may ask, judge)
asleep , criminal_triples/case_80.txt , (two children, are slumped over, asleep in seat)
aspect , criminal_triples/case_3.txt , (Discrimination, odious in, aspects)
asphyxiate , criminal_triples/case_60.txt , (pancuronium bromide, because leave, her asphyxiated)
aspirin , criminal_triples/case_67.txt , (I, 'm, aspiring)
ass , criminal_triples/case_19.txt , (we, asses, validity)
assailant , criminal_triples/case_35.txt , (His assailant, had warned, prison officials)
assassinate , criminal_triples/case_61.txt , (I, assassinate as much, hoodrats)
assemble , criminal_triples/case_61.txt , (weapon, is, assembled)
assert , criminal_triples/case_4.txt , (prosecution, could assert, forfeiture)
assertion , criminal_triples/case_3.txt , (assertion, is, also wrong)
assess , criminal_triples/case_1.txt , (courts, must assess, need for sentence imposed)
assessment , criminal_triples/case_2.txt , (conviction, is appropriately considered, issue preclusion depends on jury 's assessment of facts in light of charges presented at trial)
assiduously , criminal_triples/case_75.txt , (dissent, assiduously ignores, post)
assign , criminal_triples/case_29.txt , (assigned courtroom, could accommodate, 60)
assignable , criminal_triples/case_62.txt , (may connected, is assignable for, it)
assist , criminal_triples/case_5.txt , (Deputies Christopher Conley, assist, task force)
assistance , criminal_triples/case_3.txt , (his attorney 's introduction, violated, his Sixth Amendment right to effective assistance of counsel)
assistant , criminal_triples/case_15.txt , (assistant state 's attorney, dismiss, charges)
associate , criminal_triples/case_5.txt , (Its analysis, appears, focus on risks associated)
association , criminal_triples/case_32.txt , (rather pre-existed association, is with, Federal Government)
assume , criminal_triples/case_3.txt , (we, assume, keeping with approach adopted in their briefs)
assumption , criminal_triples/case_20.txt , (assumptions, resolving, case)
assure , criminal_triples/case_11.txt , (His attorney, assured, him)
at , criminal_triples/case_1.txt , (___, at Johnson is, supra)
athlete , criminal_triples/case_63.txt , (he, became, member of Athletes)
attach , criminal_triples/case_60.txt , (MSDS, attached to, Dr. Evans report)
attachment , criminal_triples/case_18.txt , (CCA, has, attachment to seven Briseno evidentiary factors)
attack , criminal_triples/case_1.txt , (defendants vagueness attacks, sentenced to, terms imprisonment)
attainment , criminal_triples/case_21.txt , (privacy, be preserved, jurors engage in debate necessary to attainment of verdicts)
attempt , criminal_triples/case_3.txt , (State, has attempted, sure)
attend , criminal_triples/case_2.txt , (Issue preclusion, does attend, jury 's verdict)
attendant , criminal_triples/case_30.txt , (time attendant, are, significant factors considered)
attention , criminal_triples/case_30.txt , (high-level policies, attention of, Congress)
attenuate , criminal_triples/case_38.txt , (Officer Fackrell 's discovery, Therefore attenuated, connection between unconstitutional investigatory stop)
attenuation , criminal_triples/case_38.txt , (existence, finding, attenuation between conduct)
attitude , criminal_triples/case_21.txt , (attitudes, are, accurately learned)
attorney , criminal_triples/case_3.txt , (Buck 's attorney, called, Dr. Walter Quijano)
attract , criminal_triples/case_30.txt , (high-level policies, attract, attention)
attributable , criminal_triples/case_17.txt , (dysfunction, attributable to, hemisphere dysfunction)
attribute , criminal_triples/case_19.txt , (many attributes, is in, favor of victim)
atypical , criminal_triples/case_46.txt , (California, of, atypical habeas rules)
audience , criminal_triples/case_29.txt , (Simonson, Audience in, Post-Trial World)
audit , criminal_triples/case_3.txt , (State, conducting, audit of criminal cases)
auditor , criminal_triples/case_75.txt , (company 's outside auditor, incriminating, documents)
aunt , criminal_triples/case_27.txt , (jury knew, call aunt as, witness)
author , criminal_triples/case_40.txt , (Chief Justice Castille, authored, concurrence)
authority , criminal_triples/case_3.txt , (parties ' supplemental authorities, invited letter briefs from, sides)
authorization , criminal_triples/case_40.txt , (Chief Justice Castille, has, authorization seek)
authorize , criminal_triples/case_10.txt , (it, authorized, Government)
auto , criminal_triples/case_47.txt , (other officers, routed vehicles from, accident scenes to auto repair shop)
automatic , criminal_triples/case_19.txt , (petitioners, right to, automatic refund)
automatically , criminal_triples/case_8.txt , (it, automatically vitiated, probable cause)
