uniquely , criminal/case_21.txt
neatly , criminal/case_21.txt
profound , criminal/case_21.txt
subtle , criminal/case_21.txt
ethnic , criminal/case_21.txt
loser , criminal/case_21.txt
freely , criminal/case_21.txt
wealth , criminal/case_21.txt
bright , criminal/case_22.txt
wall , criminal/case_22.txt
innovative , criminal/case_23.txt
dream , criminal/case_23.txt
classical , criminal/case_23.txt
insurance , criminal/case_26.txt
shift , criminal/case_26.txt
lady , criminal/case_27.txt
incredible , criminal/case_27.txt
companion , criminal/case_27.txt
coordinate , criminal/case_27.txt
unify , criminal/case_27.txt
maturity , criminal/case_28.txt
logical , criminal/case_28.txt
insubstantial , criminal/case_28.txt
hat , criminal/case_29.txt
comfortable , criminal/case_29.txt
patience , criminal/case_29.txt
insult , criminal/case_30.txt
desirable , criminal/case_30.txt
notable , criminal/case_30.txt
energetic , criminal/case_30.txt
assuredly , criminal/case_30.txt
multitude , criminal/case_30.txt
modest , criminal/case_30.txt
involvement , criminal/case_30.txt
strongest , criminal/case_30.txt
wisdom , criminal/case_30.txt
